mmsi,vessel_name,imo,call_sign,vessel_type,length,width,draft,cargo,transceiver_class
367388660,SURFRIDER,,WDE7076,37.0,18.0,5.0,4.0,52.0,B
367388680,MORGAN CITY,,WDE7077,31.0,23.0,10.0,4.0,57.0,A
367389000,ANABASH,,WDI5807,37.0,25.0,8.0,4.0,52.0,B
367389230,GUEMES,,WDE7121,60.0,37.0,10.0,4.0,60.0,A
367389450,CHRISTY T,,WDE7137,31.0,26.0,9.0,4.0,31.0,A
367389480,MAVERICK,,WDE7139,31.0,18.0,6.0,4.0,52.0,A
367389530,HOLY ROSARY,,WDE7143,31.0,22.0,9.0,4.0,57.0,A
367389540,HOLY CROSS,,WDE7144,31.0,22.0,9.0,4.0,57.0,A
367389840,EINAR,,WDE7163,70.0,25.0,8.0,4.0,90.0,A
367390130,RUTH M REINAUER,IMO9559779,WDE7186,31.0,36.0,10.0,5.4,57.0,A
367390470,RICHARD L BECKER,,WCY8957,60.0,26.0,7.0,4.0,90.0,A
367390720,INTRUDER,IMO8964123,WDE7232,60.0,50.0,9.0,1.9,60.0,A
367390740,SEAWOLF,IMO8853489,WDE7235,90.0,24.0,6.0,4.0,90.0,A
367390880,SARAH HUNTER,,WDE7247,31.0,40.0,11.0,4.0,32.0,A
367390890,SPENCER PHILIP,IMO8741703,WDE7248,90.0,51.0,10.0,4.0,70.0,A
367391240,JUSTICE,IMO7947714,WCY9045,30.0,25.0,7.0,4.0,52.0,B
367391260,ROBERT H DEDMAN,IMO9207003,WCY9892,60.0,80.0,19.0,3.2,0.0,A
367391920,HARVEY JAGUAR,IMO9559157,WDH2190,90.0,62.0,14.0,3.8,70.0,A
367392000,CAROLINA BOY,IMO8812277,WBV3233,30.0,29.0,7.0,4.0,52.0,B
367392020,LIL WEASEL,,WDE7336,31.0,11.0,5.0,4.0,52.0,A
367392030,KOLBY,,WDE7337,31.0,12.0,4.0,4.0,52.0,A
367392090,AMAZING GRACE,,WDE7343,37.0,16.0,4.0,4.0,52.0,B
367393020,EMMA M SAVAGE,,WDE7411,31.0,27.0,10.0,4.0,57.0,A
367393030,KENNETH C SAVAGE,,WDE7412,31.0,27.0,10.0,4.0,57.0,A
367393180,BUBINGA,IMO0000000,WDE7430,37.0,15.0,6.0,4.0,52.0,B
367393270,NICHOLAS L,,WDE7436,90.0,30.0,6.0,4.0,53.0,A
367393390,ANDIAMO,,WDE7447,37.0,12.0,4.0,4.0,52.0,B
367393650,ANNA MARIE,,WDE7467,31.0,17.0,7.0,4.0,99.0,A
367393670,GUARDIAN,IMO8719499,WDE7469,30.0,24.0,7.0,4.0,52.0,B
367393830,PATRICIA WINSLOW,IMO8841864,WDE7485,31.0,28.0,8.0,3.9,0.0,A
367394060,RELENTLESS,IMO8704092,WCC5838,30.0,34.0,9.0,4.0,52.0,B
367394940,ESCAMBIA,IMO9190951,WDE7575,31.0,27.0,15.0,1.6,31.0,A
367395010,SALVATION,,WDE7579,31.0,22.0,9.0,4.0,57.0,A
367395270,ALTON ST AMANT,,WDE7604,31.0,25.0,9.0,4.0,57.0,A
367395280,CLEAN OCEAN,IMO9202352,WDE7605,90.0,44.0,10.0,3.0,90.0,A
367395870,SALISH SEA,,WCY9101,60.0,14.0,4.0,4.0,52.0,B
367395980,CANDICE L,,WDE7659,31.0,16.0,6.0,4.0,52.0,A
367396080,SHAMROCK,,WCY9134,30.0,19.0,5.0,4.0,52.0,B
367396110,EILEEN C,,WDE7668,31.0,22.0,7.0,4.0,31.0,A
367396130,WILLIAM C,,WDE7670,31.0,23.0,7.0,4.0,31.0,A
367396140,WINDY CITY,,WDE7671,31.0,18.0,7.0,4.0,57.0,A
367396520,CROSBY RAM,IMO9558115,WDH3316,31.0,28.0,9.0,3.6,0.0,A
367396620,LUKE THOMAS,IMO9558440,WDE7707,90.0,41.0,10.0,3.8,79.0,A
367396670,Z-THREE,IMO9194153,WDE7712,31.0,28.0,9.0,3.5,52.0,A
367396710,Z-FOUR,IMO9194165,WDE7715,31.0,28.0,9.0,3.5,52.0,A
367396770,FRANCES ANN,,WDE7720,31.0,21.0,7.0,4.0,31.0,A
367396890,MITCHEL,IMO6602238,WDE7728,31.0,29.0,8.0,3.6,52.0,A
367396930,PHALAROPE,,WDE7731,37.0,14.0,4.0,4.0,52.0,B
367397320,KOINONIA,,WDE7763,37.0,18.0,5.0,4.0,37.0,A
367397340,DOUBLE D,,WCZ2654,37.0,25.0,8.0,4.0,52.0,B
367397450,CAROL M,,WDE7773,30.0,17.0,4.0,4.0,52.0,B
367397580,MISS E,,WDE7785,60.0,19.0,5.0,4.0,52.0,B
367397760,KIMBERLY JOHNSON,,WDE7796,31.0,23.0,7.0,4.0,31.0,A
367397990,MR MAG,IMO8964678,WDH7822,60.0,42.0,8.0,4.0,69.0,A
367398280,THAI EXPRESS II,,WDE7837,30.0,26.0,7.0,4.0,52.0,B
367398340,AJAY,,WSV8889,31.0,13.0,5.0,4.0,52.0,A
367398520,BILLYWIG,,WDH4490,37.0,14.0,4.0,4.0,52.0,B
367398790,JOHN GRIMSLEY 59,,WDE7876,31.0,40.0,12.0,4.0,99.0,A
367398920,LOUIE C,,WDE7885,31.0,20.0,7.0,4.0,90.0,A
367398940,MR MILTON,,WDE7887,31.0,20.0,7.0,4.0,57.0,A
367399210,FUSA TEST,,WRD6794,57.0,25.0,8.0,4.0,19.0,A
367399230,OUR SERENITY,,WDE7908,37.0,13.0,4.0,4.0,52.0,B
367399340,VICKI M,IMO0000000,WDJ3259,31.0,9.0,4.0,4.0,52.0,B
367399880,SCOTT STEGBAUER,,WDE7965,31.0,34.0,10.0,4.0,31.0,A
367399980,ARABIAN SEA,IMO8741832,WDG2228,31.0,31.0,11.0,5.2,31.0,A
367400240,SOULSTICE,,WDJ6332,37.0,12.0,3.0,4.0,52.0,B
367400370,GEORGIA LEE,,WDE8006,37.0,18.0,7.0,4.0,30.0,A
367400420,PT BARNUM,IMO8654285,WCZ3919,60.0,88.0,15.0,4.0,60.0,A
367400740,CATHLEEN E MORAN,IMO6608684,WDE8034,31.0,31.0,8.0,4.7,31.0,A
367400840,DRY TORTUGAS,IMO9585089,WDE8043,90.0,49.0,12.0,3.7,79.0,A
367400930,CHASSEUR,,WDI6985,37.0,15.0,4.0,4.0,52.0,B
367401030,DELTA BILLIE,IMO9562207,WDE8059,31.0,30.0,12.0,4.0,31.0,A
367401170,KYLE A SHAW,,WDE8068,31.0,21.0,9.0,4.0,57.0,A
367401290,GEORGE,,WDE8076,31.0,30.0,11.0,4.0,52.0,A
367401320,LAMAR GOLDING,,WDE8078,31.0,24.0,9.0,4.0,57.0,A
367401480,MARGARET HOLLEY,IMO8855372,WDE8095,30.0,20.0,7.0,4.0,52.0,B
367401670,BAY MIST,,WCZ3474,60.0,25.0,7.0,4.0,69.0,A
367401940,MY DIAMOND,,WDE8130,37.0,12.0,4.0,4.0,52.0,B
367401960,CAJUN,IMO8334055,WDE8132,31.0,21.0,7.0,4.0,52.0,A
367402050,HUNTER M,IMO9457311,WDE8140,31.0,30.0,12.0,4.0,52.0,A
367402280,ELISE G,IMO7647302,WDE8163,30.0,24.0,6.0,4.0,52.0,B
367402410,JANIS R BREWER,,WDE8175,31.0,40.0,10.0,4.0,31.0,A
367402520,MARY ARTIE BRANNON,,WDE8184,31.0,34.0,10.0,4.0,31.0,A
367402540,GINGER MOLLER,,WDE8186,31.0,34.0,10.0,4.0,31.0,A
367402550,YVONNE CONWAY,,WDE8187,31.0,34.0,10.0,4.0,31.0,A
367402560,DIANE B SIEGEL,,WDE8188,31.0,31.0,10.0,4.0,31.0,A
367402570,CHRIS,,WDE8189,31.0,28.0,7.0,4.0,31.0,A
367402680,DONNA YORK,,WDE8199,31.0,28.0,7.0,4.0,31.0,A
367402690,SUE CHAPPELL,,WDE8200,31.0,28.0,7.0,4.0,31.0,A
367402820,AFFIRMED,,WDE8208,31.0,22.0,9.0,4.0,31.0,A
367402950,EVA KELLEY,,WDE8218,31.0,28.0,7.0,4.0,22.0,A
367402990,LINDA REED,,WDE8222,31.0,40.0,10.0,4.0,31.0,A
367403140,CAPT RAY O'NEAL,,WDE8238,80.0,17.0,6.0,4.0,0.0,A
367403330,SEMPRE GRATI,IMO0000000,WDE8254,37.0,26.0,6.0,4.0,52.0,B
367403580,PASS CHRISTIAN,,WDE8273,31.0,23.0,10.0,4.0,57.0,A
367403960,FV SEA ANGEL,,WCZ2413,30.0,12.0,4.0,4.0,52.0,B
367403980,DOUBLE D,,WDE8311,30.0,21.0,7.0,4.0,52.0,B
367404630,BONE CUTTER,,WDE8364,37.0,14.0,5.0,4.0,52.0,B
367404790,ODYSSEY,,WCZ2180,60.0,22.0,5.0,4.0,69.0,A
367404860,FANTASEA ONE,,WCZ2107,60.0,26.0,9.0,4.0,69.0,A
367404910,SAN BRENDAN,,WDE8388,31.0,24.0,9.0,4.0,52.0,A
367405720,JODY MCMINN,,WDE8456,31.0,32.0,9.0,4.0,57.0,A
367405770,C-TRACTOR 19,IMO9529736,WDE8461,31.0,33.0,12.0,5.7,52.0,A
367405820,C-TRACTOR 20,IMO9529748,WDE8465,31.0,33.0,12.0,5.7,52.0,A
367405830,C-TRACTOR 21,IMO9529750,WDE8466,31.0,33.0,12.0,5.7,52.0,A
367405840,C-TRACTOR 22,IMO9529762,WDE8467,31.0,33.0,12.0,5.7,52.0,A
367406030,SPIRITOF HARBOURTOWN,,WDE8485,60.0,22.0,6.0,4.0,52.0,B
367406410,KIMMY,,WDE8515,30.0,22.0,6.0,4.0,52.0,B
367406570,YANKEE BOY,,WDE8524,30.0,15.0,4.0,4.0,52.0,B
367406610,LLANO DEL MAR,,WDE8526,37.0,21.0,6.0,4.0,52.0,B
367406910,FRANCES ANNE,,WDE8555,30.0,20.0,5.0,4.0,52.0,B
367407750,GENIE,,WDF8288,31.0,29.0,9.0,4.0,57.0,A
367407980,ARCTURUS,IMO9585534,WDE8654,30.0,28.0,8.0,4.0,52.0,B
367408160,DON CARLTON,,WDE8670,31.0,26.0,9.0,4.0,31.0,A
367408380,CAPT SCOTT II,IMO8939221,WDE8688,30.0,25.0,7.0,4.0,52.0,B
367408390,EAGLES NEST,,WDE8689,37.0,22.0,5.0,4.0,52.0,B
367408490,TIDE RUNNER,,WDE8697,37.0,18.0,5.0,4.0,52.0,B
367408580,VOYAGER,IMO0000000,WDE8706,30.0,19.0,0.0,4.0,52.0,B
367408780,SEVEN ARROWS,IMO0000000,WDE8724,30.0,15.0,5.0,4.0,52.0,B
367408930,LUCY FOSS,,WDE8734,90.0,18.0,7.0,4.0,53.0,A
367409260,DOROTHY ANN,IMO8955732,WDE8761,31.0,37.0,13.0,6.2,57.0,A
367409290,TIMOTHY L REINAUER,IMO7902049,WDE8763,31.0,38.0,10.0,4.2,57.0,A
367409660,BELLE AVENTURE,,WDE8792,37.0,25.0,8.0,4.0,37.0,A
367409750,ELIZABETH,,WDA2113,30.0,19.0,6.0,4.0,52.0,B
367410250,SCOTT PRIDE,,WDE8842,31.0,14.0,6.0,4.0,52.0,A
367410780,DETROIT,,WDE8881,31.0,41.0,13.0,4.0,57.0,A
367410990,MANNIE,,WDF8287,31.0,21.0,9.0,4.0,57.0,A
367411050,JAMES GARRETT,IMO5329372,WDE8903,31.0,23.0,7.0,4.0,32.0,A
367411230,S/V BREVIS,IMO0000000,WDE8919,36.0,16.0,4.0,4.0,52.0,B
367411370,STARFLEET VIKING,IMO9585431,WDE8934,60.0,48.0,8.0,2.9,70.0,A
367411870,ODYSSEA LEADER,IMO9401049,WDE8977,90.0,58.0,12.0,4.6,60.0,A
367411920,ESS ENDEAVOR,IMO8988894,WDE8980,30.0,44.0,13.0,4.0,52.0,B
367411940,MS JESSICA,IMO8964238,WDE8982,60.0,42.0,9.0,2.4,60.0,A
367411950,E S S PRIDE,IMO8960256,WDE8983,30.0,44.0,13.0,4.0,52.0,B
367411960,MARY M,IMO8306321,WDE8984,30.0,34.0,7.0,4.0,52.0,B
367411970,E S S PURSUIT,IMO8983480,WDE8985,30.0,44.0,13.0,4.0,52.0,B
367412560,DARRELL L,,WDF6742,31.0,43.0,9.0,4.0,31.0,A
367412610,OLIVER C SHEARER,,WDF6743,31.0,41.0,12.0,4.0,52.0,A
367412630,M K MCNALLY,,WDF6741,31.0,43.0,9.0,4.0,31.0,A
367412710,SHIPS N GIGGLES,IMO0000000,WDE9041,37.0,14.0,5.0,4.0,52.0,B
367412830,ECHO BELLE,IMO803463100,WDE9050,30.0,33.0,8.0,4.0,30.0,A
367413270,MIKE HOOKS,,WDE9086,90.0,55.0,12.0,4.0,33.0,A
367413340,CAPTAIN JOHN G,,WDE9092,31.0,17.0,7.0,4.0,52.0,A
367413350,HOLLY ANN,,WDE9094,31.0,31.0,8.0,4.0,31.0,A
367414110,FINDLAY,,WDH7362,31.0,32.0,9.0,4.0,57.0,A
367414130,BENNIE ALICE,,WDE9151,60.0,19.0,5.0,4.0,6.0,A
367414170,WEATHERBIRD II,IMO8952156,WDE9155,90.0,35.0,8.0,2.4,33.0,A
367414180,VALKYRIE,,WDE9156,37.0,25.0,8.0,4.0,52.0,B
367414780,ELLIOT CHERAMIE,IMO9202326,WDE9213,90.0,44.0,10.0,3.0,0.0,A
367415010,CAJOLE,,WDE9234,52.0,21.0,8.0,2.5,52.0,A
367415160,YELLOWFIN,IMO9565584,WDG9738,31.0,35.0,10.0,4.3,57.0,A
367415180,BUD SONIER,,WDE9248,31.0,21.0,9.0,4.0,57.0,A
367415840,DIAMOND ANNIE,,WDE9307,90.0,14.0,6.0,4.0,57.0,A
367416060,HARVEY RAIN,IMO9536210,WDG5515,90.0,64.0,17.0,4.7,0.0,A
367416420,FREEDOM,IMO8666501,WDE9353,31.0,26.0,10.0,4.0,31.0,A
367416750,BLUEFIN,IMO9565596,WDG9742,31.0,35.0,10.0,3.7,57.0,A
367416790,NATALIE ROSE,,WDE9402,30.0,20.0,7.0,4.0,52.0,B
367416830,INNER HARBOR SPIRIT,,WDL7221,60.0,37.0,12.0,1.5,60.0,A
367416890,Z ONE,IMO9159696,WDE9410,31.0,29.0,9.0,3.5,52.0,A
367417570,NICEVILLE,,WDE9467,31.0,23.0,10.0,4.0,57.0,A
367417740,CAREGG,,WDE9481,37.0,14.0,4.0,4.0,52.0,B
367417780,TRAVELER,,WDE9485,37.0,19.0,5.0,4.0,99.0,A
367418130,REEL OBSESSION,IMO0000000,WDE9513,37.0,21.0,6.0,4.0,52.0,B
367418240,CHERAMIE BOTRUC 40,IMO9447407,WNAO,90.0,70.0,17.0,4.6,90.0,A
367418360,TURNING POINT,,WDE9534,37.0,20.0,5.0,4.0,52.0,B
367419000,SUGARAY,,WDJ7848,37.0,25.0,8.0,4.0,52.0,B
367419080,ELK RIVER,IMO9564047,WDE9599,31.0,28.0,9.0,3.4,31.0,A
367419130,MS JILL,IMO9585417,WDE9603,60.0,48.0,9.0,4.0,60.0,A
367419290,CAPT BOB,,WDE9616,90.0,12.0,4.0,4.0,52.0,B
367419310,ANCHOR DOCK,,WDE9617,90.0,12.0,4.0,4.0,52.0,B
367419340,DELTA CATHRYN,IMO9562219,WDE9621,31.0,30.0,12.0,4.0,52.0,A
367419590,STARR,,WDE9642,37.0,23.0,6.0,4.0,37.0,A
367419770,MS JANE,IMO8978150,WDE9656,60.0,29.0,7.0,4.0,70.0,A
367419960,DAUBY,,WDE9673,31.0,23.0,8.0,4.0,52.0,A
367420170,TIRA LANI,IMO8972962,WCZ5237,31.0,22.0,9.0,4.0,52.0,A
367420280,ROYAL PRINCESS,,WDE9704,60.0,35.0,7.0,4.0,60.0,A
367420350,THOMAS K,,WDE9709,31.0,51.0,12.0,4.0,57.0,A
367420410,DEANA ANN,,WDE9715,31.0,51.0,12.0,4.0,31.0,A
367420440,SUSAN K,,WDE9718,31.0,45.0,14.0,4.0,57.0,A
367420450,JENNIE K,,WDE9719,31.0,42.0,12.0,4.0,57.0,A
367420820,AGUERO,,WCZ5353,30.0,13.0,4.0,4.0,52.0,B
367420850,SPIRIT,,WDE9749,37.0,16.0,5.0,4.0,37.0,A
367421310,C J QUEENAN,,WDE9789,31.0,42.0,11.0,4.0,31.0,A
367421590,CATHY GOLDING,,WDE9813,31.0,24.0,9.0,4.0,57.0,A
367421660,CAPT BOB CAMPBELL,,WDE9819,31.0,21.0,7.0,4.0,52.0,A
367421730,ST MICHAEL,IMO9237723,WDE9825,30.0,25.0,7.0,4.0,52.0,B
367421740,BROOKE MCKENZIE,,WDE9826,31.0,40.0,10.0,4.0,31.0,A
367421980,JACKIE C,,WCZ4564,60.0,34.0,7.0,4.0,52.0,B
367421990,H R MORRIS,IMO8993796,WCZ5434,90.0,67.0,16.0,4.0,33.0,A
367422000,DELAWARE EXPRESS,IMO9349514,WDM2180,70.0,306.0,40.0,11.1,70.0,A
367422010,VALKYRIE,,WCZ5436,33.0,62.0,22.0,0.0,33.0,A
367422020,NJORD,,WCZ5435,90.0,42.0,8.0,4.0,33.0,A
367422220,HARVEY STORM,IMO9536234,WDG5503,90.0,64.0,17.0,4.7,0.0,A
367422430,COMET,IMO7726550,WDE9884,31.0,33.0,9.0,4.3,52.0,A
367422720,ARNE CHRISTIANSEN,,WDE9907,31.0,34.0,10.0,4.0,31.0,A
367422770,DAMIAN WISE,,WDE9912,31.0,19.0,7.0,4.0,31.0,A
367422920,ANDY VO,IMO8958356,WDE9924,30.0,24.0,7.0,4.0,52.0,B
367423000,HECTOR P,IMO9378709,WDD7757,31.0,30.0,11.0,4.4,52.0,A
367423260,WILLIAM,,WDF2392,31.0,21.0,9.0,4.0,57.0,A
367423550,STAR CHASER,,WDJ2351,37.0,12.0,8.0,4.0,52.0,B
367423730,CATHERINE C MORAN,IMO9415791,WDE9999,31.0,29.0,11.0,4.0,52.0,A
367423930,MICLO III,IMO0000000,WDF2019,36.0,15.0,4.0,4.0,52.0,B
367424090,HERITAGE,,WDF2035,31.0,18.0,6.0,4.0,31.0,A
367424310,JOHNNY M,,WDF2053,31.0,26.0,9.0,4.0,91.0,A
367424420,HADEN II,IMO9215335,WDF2064,31.0,28.0,10.0,5.0,52.0,A
367424740,FROGS LEAP,,WDF2091,37.0,15.0,4.0,4.0,52.0,B
367424830,MRS ROSIE,,WDF2097,90.0,21.0,7.0,4.0,90.0,A
367424960,DOMINIC S,IMO8783971,WDF2107,90.0,37.0,7.0,4.0,90.0,A
367425210,ANTICIPATION,IMO0000000,WDF8892,30.0,33.0,8.0,4.0,52.0,B
367425230,CALIFORNIA SPIRIT,,WDF2131,60.0,27.0,7.0,4.0,6.0,A
367425520,SCORPIO,IMO9550761,WDF2159,60.0,34.0,8.0,1.9,61.0,A
367425680,BLACK BEAUTY,IMO8037724,WDF2175,30.0,19.0,6.0,4.0,52.0,B
367425910,SEA HORSE,,WDF2196,90.0,43.0,17.0,4.0,99.0,A
367426260,ROSS CANDIES,IMO9481506,WDF2225,90.0,94.0,20.0,7.1,90.0,A
367426410,VENTURE PRIDE,,WDF2239,60.0,30.0,6.0,4.0,99.0,A
367426660,THUNDER BAY,IMO8855657,WDF2257,30.0,25.0,7.0,4.0,52.0,B
367426770,LORI ANN,IMO7644611,WDF2267,30.0,23.0,7.0,4.0,52.0,B
367426830,MR FARREL,,WDF2273,31.0,19.0,7.0,4.0,31.0,A
367426920,GREY CUP,IMO9553153,WDF2281,60.0,52.0,9.0,2.4,39.0,A
367426950,INTEGRITY,,WDF9138,31.0,26.0,9.0,4.0,52.0,A
367427260,HOWARD BLANK,,WDF2314,31.0,26.0,9.0,4.0,31.0,A
367427270,MISS KELLY,,WDF2315,31.0,26.0,9.0,4.0,31.0,A
367427470,39 VENTURE,,WDF2331,37.0,11.0,3.0,4.0,52.0,B
367427540,PAUL KLAUSEN,,WDF2337,31.0,53.0,15.0,4.0,32.0,A
367427670,MAGNA CARTA,,WDF2350,37.0,23.0,6.0,4.0,37.0,A
367428150,FRITZ,,WDF3166,31.0,29.0,9.0,4.0,57.0,A
367428170,CAJUN HUSTLER,,WDF2447,31.0,17.0,6.0,4.0,31.0,A
367428270,CHARLES BURTON,IMO9569449,WDF2455,31.0,29.0,9.0,3.6,31.0,A
367428330,LAURIE ANN REINAUER,IMO9575876,WDF2460,31.0,37.0,11.0,4.0,57.0,A
367428440,MICHAEL MCCREERY,,WDF2469,31.0,23.0,10.0,4.0,57.0,A
367428620,DIP,,WDF2482,90.0,25.0,7.0,4.0,70.0,A
367428690,BERING DAWN,,WDF2490,31.0,24.0,8.0,4.0,32.0,A
367429570,TED W EWING,,WDF2589,31.0,17.0,7.0,4.0,31.0,A
367430030,SAINT CHARLES,,WDF2626,31.0,23.0,9.0,4.0,57.0,A
367430070,DOWNSHIFTING,,WDF2629,37.0,14.0,5.0,4.0,0.0,A
367430210,MISS ALEX,,WDF2641,31.0,34.0,10.0,4.0,31.0,A
367430290,LESLIE M NEAL,,WDF2649,31.0,40.0,10.0,4.0,31.0,A
367430750,MR CONNOR,IMO8987553,WDF2688,31.0,22.0,7.0,2.1,52.0,A
367430760,MISS EMILY,IMO8987383,WDF2689,31.0,27.0,8.0,3.0,31.0,A
367430780,MISS GLORIA,IMO8983088,WDF2691,31.0,27.0,9.0,3.0,31.0,A
367430790,MISS CALLIE CATE,IMO9383807,WDF2692,31.0,27.0,9.0,4.0,31.0,A
367430810,MISS BECKY,IMO8987307,WDF2693,31.0,25.0,8.0,2.7,23.0,A
367430840,LAYLA RENEE,,WDF2696,31.0,21.0,8.0,4.0,31.0,A
367430850,MISS NIZ,IMO8987539,WDF2697,31.0,22.0,8.0,2.4,31.0,A
367430870,MISTER JUG,IMO8133310,WDF2699,30.0,26.0,7.0,4.0,52.0,B
367430980,HOS STRONGLINE,IMO9040534,WDF2706,90.0,116.0,22.0,5.8,70.0,A
367431060,BERNARD P,IMO8987371,WDF2713,31.0,17.0,6.0,4.0,31.0,A
367431130,NIKOLA,,WDF2719,90.0,33.0,9.0,4.0,57.0,A
367431410,PONCHO,IMO9585467,WDF2744,30.0,34.0,8.0,4.0,30.0,A
367431550,CLELAND POWELL,,WDF2757,31.0,21.0,9.0,4.0,57.0,A
367431640,SEA BULL,,WDF2765,31.0,18.0,7.0,4.0,52.0,A
367431830,KELLY ANN CANDIES,IMO9562427,WDF2782,90.0,85.0,18.0,3.9,79.0,A
367432090,R/V SUNCOASTER,IMO367432090,WDF2805,90.0,36.0,8.0,3.0,90.0,A
367432180,DENNIS J PASENTINE,,WDF2813,31.0,40.0,12.0,4.0,31.0,A
367432220,SCARLETT ISABELLA,IMO9585077,WDF2816,90.0,39.0,10.0,4.0,79.0,A
367432710,SUNTOUR,,WDF2857,37.0,12.0,4.0,4.0,52.0,B
367432880,MARCI MORAN,IMO9218571,WCZ5711,31.0,28.0,9.0,3.2,52.0,A
367432980,RAINDANCER,,WDF2879,37.0,18.0,5.0,4.0,37.0,A
367433150,SEA DRAGON II,IMO8958411,WCZ5821,30.0,22.0,7.0,4.0,52.0,B
367433570,CHATTIE SUE SMITH,,WDF2924,31.0,14.0,4.0,4.0,52.0,A
367433620,LLOYD DUNNING,IMO7207724,WDF2930,31.0,24.0,9.0,4.0,31.0,A
367433650,ELIZABETH,,WDF2933,31.0,12.0,4.0,4.0,52.0,A
367433690,CANTON,,WDH3051,31.0,32.0,9.0,4.0,57.0,A
367433770,DEFENDER,IMO7332062,WDF2949,30.0,59.0,12.0,4.9,30.0,A
367433780,STAR OF HONOLULU,,WDF2950,60.0,58.0,13.0,4.0,0.0,A
367433990,MISTER LEW,,WCZ6859,31.0,15.0,7.0,4.0,99.0,A
367434000,LUCKY DANCER,IMO0000000,WDK8635,36.0,14.0,8.0,4.0,52.0,B
367434020,BJOYCE,,WDH2127,37.0,17.0,5.0,4.0,37.0,A
367434080,DON BOLING,,WDF2979,31.0,47.0,14.0,4.0,57.0,A
367434320,LISA COOPER,IMO8741961,WDF2999,31.0,28.0,11.0,3.8,52.0,A
367434360,KALAMA,IMO8666513,WDF3003,31.0,26.0,10.0,4.0,52.0,A
367434580,KENTUCKY,,WDF3021,31.0,41.0,13.0,4.0,57.0,A
367434610,D A GRIMM,,WDF3023,31.0,35.0,8.0,4.0,31.0,A
367435050,INCENTIVE,IMO8990768,WDF3036,30.0,24.0,7.0,4.0,52.0,B
367435150,POPS PRIDE,IMO0000000,WDF3044,30.0,11.0,8.0,4.0,52.0,B
367435470,DIVEMASTER,,WDF3068,37.0,25.0,8.0,4.0,37.0,A
367435670,LORETTA B MORAN,IMO9415806,WDF3084,31.0,28.0,11.0,3.4,52.0,A
367435730,RAZZLE DAZZLE,,WDF3090,37.0,10.0,8.0,4.0,52.0,B
367435750,FREEDOM,IMO9584176,WDF3092,31.0,35.0,11.0,5.1,31.0,A
367435780,WILLIAM G BURNETT,IMO9227247,WDJ3394,60.0,30.0,13.0,2.6,60.0,A
367435870,NO MOSS,IMO0000000,WDF3102,37.0,11.0,5.0,4.0,52.0,B
367436030,ELLIS DAVIS,,WDF3114,31.0,23.0,10.0,4.0,57.0,A
367436230,TAURUS,IMO9550773,WDF3127,60.0,34.0,8.0,1.9,60.0,A
367436440,SWEET SPOT,,WDF3145,37.0,14.0,5.0,4.0,52.0,B
367436570,CARINA C,IMO0000000,WDF3152,37.0,15.0,4.0,4.0,52.0,B
367437150,SCOTT CAMP,,WDF3203,31.0,26.0,9.0,4.0,31.0,A
367437380,ALABAMA,,WDF3221,31.0,24.0,9.0,4.0,52.0,A
367437430,COLUMBIA,IMO7428263,WDF3225,90.0,94.0,15.0,5.0,33.0,A
367437640,BREAK OF DAWN,IMO8523151,WDF3243,31.0,27.0,8.0,2.6,31.0,A
367437840,NEDA J,,WDF3258,31.0,21.0,7.0,4.0,31.0,A
367438210,INDEPENDENCE,IMO9583366,WDF3297,60.0,67.0,15.0,2.3,60.0,A
367438530,CAPT PEYTON P,IMO9593050,WDF3321,60.0,44.0,9.0,4.0,60.0,A
367438630,A STEVE CROWLEY,,WDF3329,31.0,46.0,12.0,4.0,57.0,A
367438690,ROSEMARY,IMO9424948,WDF3335,31.0,29.0,10.0,3.7,52.0,A
367438910,MYSTIC,,WDF3354,37.0,12.0,4.0,4.0,52.0,B
367439230,JENNA LEE,,WCZ7633,30.0,23.0,6.0,4.0,52.0,B
367439360,RICHARD TOLAR,,WDF3395,31.0,25.0,9.0,4.0,57.0,A
367439390,NANCY M,IMO7308762,WDF3398,31.0,25.0,9.0,3.0,52.0,A
367439490,FEISTY LADY,,WDF3404,37.0,14.0,5.0,4.0,99.0,A
367439590,PARADISE 2001,IMO8693009,WDF3412,30.0,22.0,6.0,4.0,52.0,B
367439810,SANDRA J BANTA,IMO8975378,WDF3432,31.0,18.0,7.0,4.0,0.0,A
367440130,LIBERATOR,,WDF3459,90.0,25.0,8.0,4.0,37.0,A
367440310,SUNWARD,,WDF3473,30.0,18.0,5.0,4.0,30.0,A
367440810,BEVERLY B,IMO9585223,WDF3514,31.0,27.0,10.0,4.0,31.0,A
367440830,ELIZABETH B,IMO9585235,WDF3516,31.0,29.0,10.0,4.0,31.0,A
367440840,MIDDLETON,,WDF3517,30.0,14.0,4.0,4.0,52.0,B
367440940,MEANDER,,WDF3526,37.0,11.0,5.0,4.0,52.0,B
367441020,ALLEGHENY,,WDF3531,31.0,20.0,8.0,4.0,52.0,A
367441360,CROSBY GENERAL,,WDF3560,31.0,18.0,7.0,4.0,52.0,A
367441370,CROSBY LEADER,IMO7417288,WDF3561,31.0,43.0,12.0,6.2,52.0,A
367441530,TIGER,,WDF3575,31.0,17.0,5.0,4.0,31.0,A
367441870,GALVESTON BAY,,WDH3050,31.0,32.0,9.0,4.0,52.0,A
367442150,JON CADE,IMO9553165,WDF3627,60.0,52.0,9.0,2.2,0.0,A
